iter	Logloss
0	0.4203635518
1	0.2562039327
2	0.1529683525
3	0.0938536493
4	0.05695172697
5	0.03451320095
6	0.02425725386
7	0.01751490322
8	0.01257522965
9	0.01007578986
10	0.008048910288
11	0.00742242364
12	0.006844981056
13	0.006140626739
14	0.005168835868
15	0.004383834791
16	0.004190530763
17	0.003935597429
18	0.00366792701
19	0.003393436982
20	0.003192575117
21	0.002911765879
22	0.002643009393
23	0.002485353088
24	0.002285773447
25	0.002124256663
26	0.002038141865
27	0.001922474292
28	0.001787438857
29	0.001775900903
30	0.001766120045
31	0.001756160794
32	0.00174219509
33	0.001729961335
34	0.001718457591
35	0.001705743619
36	0.001705743619
37	0.001705743619
38	0.001705743619
39	0.001705743619
40	0.00169760469
41	0.00169760469
42	0.00169749941
43	0.00169749941
44	0.00169749941
45	0.00169749941
46	0.001697405642
47	0.001697405642
48	0.001697549304
49	0.001697510467
50	0.001697505345
51	0.001697505345
52	0.001697505345
53	0.001697432298
54	0.001594393021
55	0.001594393021
56	0.001551692353
57	0.001551656682
58	0.001551632777
59	0.001551698143
60	0.001551739081
61	0.001551739081
62	0.001551648875
63	0.001535350854
64	0.001535350854
65	0.001535443037
66	0.001520475699
67	0.001467794561
68	0.001467794561
69	0.001452895088
70	0.001452885587
71	0.001452885587
72	0.001452928007
73	0.001452924179
74	0.001452780505
75	0.001452780505
76	0.001452780505
77	0.001452824759
78	0.001452845907
79	0.001452835803
80	0.001407726726
81	0.001367909906
82	0.001367883202
83	0.001367760591
84	0.001311898051
85	0.001299384514
86	0.001287121964
87	0.001287148221
88	0.001215031843
89	0.001215047831
90	0.001215047831
91	0.001215064811
92	0.00121499591
93	0.001202300211
94	0.001202282247
95	0.00120229941
96	0.00120229941
97	0.001202274306
98	0.001202219127
99	0.001202191152
100	0.001172093147
101	0.001172111516
102	0.001160791894
103	0.00110592501
104	0.001090939782
105	0.001037883096
106	0.001037918806
107	0.001037790581
108	0.001037879675
109	0.001037847822
110	0.001005700734
111	0.001005700734
112	0.001005700734
113	0.001005752565
114	0.0009824194323
115	0.000982479429
116	0.0009824266439
117	0.000982373695
118	0.000969814655
119	0.0009698327418
120	0.0009697958509
121	0.0009697958509
122	0.0009697958509
123	0.0009697958509
124	0.0009697759273
125	0.0009697384075
126	0.0009697384075
127	0.0009601891407
128	0.0009600689593
129	0.0009600689593
130	0.0009600139071
131	0.000960081564
132	0.000960081564
133	0.0009448783705
134	0.0009337007246
135	0.0009336966037
136	0.0009336460846
137	0.0009336787748
138	0.0009336088707
139	0.0009336088707
140	0.0009336088707
141	0.000933671025
142	0.0009336700534
143	0.000933613302
144	0.0009199679751
145	0.0009200063084
146	0.00089982602
147	0.0008662335705
148	0.0008662213639
149	0.0008661726956
150	0.0008661726956
151	0.0008661726956
152	0.0008661485027
153	0.0008661485027
154	0.0008661485027
155	0.0008661179543
156	0.0008661581233
157	0.0008661147289
158	0.0008661147289
159	0.0008661147289
160	0.0008661147289
161	0.0008661461021
162	0.0008660634556
163	0.0008660634556
164	0.0008660634556
165	0.000866054527
166	0.0008660462632
167	0.0008660462632
